date_time,open,high,low,close
2000-01-01 12:49:00,1.17075,1.17075,1.17062,1.17062
2000-01-01 12:50:00,1.17062,1.17064,1.17061,1.1706299999999998
2000-01-01 12:51:00,1.1706299999999998,1.17109,1.1706299999999998,1.17109
2000-01-01 12:52:00,1.17109,1.17109,1.1708,1.17085
2000-01-01 12:53:00,1.17085,1.17087,1.17076,1.1708100000000001
2000-01-01 12:54:00,1.1708100000000001,1.17082,1.17077,1.17077
2000-01-01 12:55:00,1.17077,1.1708,1.17067,1.17067
2000-01-01 12:56:00,1.17067,1.17085,1.17067,1.1708399999999999
2000-01-01 12:57:00,1.1708399999999999,1.17098,1.1708,1.1708399999999999
2000-01-01 12:58:00,1.1708399999999999,1.17088,1.17079,1.1708399999999999
2000-01-01 12:59:00,1.1708399999999999,1.17088,1.17064,1.17067
2000-01-01 13:00:00,1.17067,1.17067,1.17052,1.17057
2000-01-01 13:01:00,1.17057,1.17087,1.17054,1.1708399999999999
2000-01-01 13:02:00,1.1708399999999999,1.1709,1.17083,1.1709
2000-01-01 13:03:00,1.1709,1.1709,1.17078,1.1708399999999999
2000-01-01 13:04:00,1.1708399999999999,1.17088,1.1708399999999999,1.17088
2000-01-01 13:05:00,1.17088,1.17105,1.17087,1.17105
2000-01-01 13:06:00,1.17105,1.1711,1.17093,1.1709399999999999
2000-01-01 13:07:00,1.1709399999999999,1.17096,1.17089,1.1709100000000001
2000-01-01 13:08:00,1.1709100000000001,1.17107,1.17089,1.17103
2000-01-01 13:09:00,1.17103,1.17115,1.17103,1.17111
2000-01-01 13:10:00,1.1711,1.17117,1.17103,1.17106
2000-01-01 13:11:00,1.17106,1.17124,1.17101,1.17124
2000-01-01 13:12:00,1.17124,1.1713799999999999,1.1712,1.1713799999999999
2000-01-01 13:13:00,1.1713799999999999,1.17143,1.17136,1.17143
2000-01-01 13:14:00,1.17143,1.1716,1.1714200000000001,1.17157
2000-01-01 13:15:00,1.17157,1.1715799999999998,1.17143,1.1715799999999998
2000-01-01 13:16:00,1.1715799999999998,1.1715799999999998,1.1713799999999999,1.17153
2000-01-01 13:17:00,1.17153,1.17159,1.17151,1.1715799999999998
2000-01-01 13:18:00,1.1715799999999998,1.17177,1.1715799999999998,1.17173
2000-01-01 13:19:00,1.17173,1.17177,1.17164,1.17171
2000-01-01 13:20:00,1.17171,1.17173,1.17161,1.17164
2000-01-01 13:21:00,1.17164,1.1717799999999998,1.17164,1.17173
2000-01-01 13:22:00,1.17173,1.17173,1.1716,1.1717
2000-01-01 13:23:00,1.1717,1.17184,1.17164,1.1716600000000001
2000-01-01 13:24:00,1.1716600000000001,1.1718,1.17163,1.1717799999999998
2000-01-01 13:25:00,1.1717799999999998,1.17194,1.17172,1.1718899999999999
2000-01-01 13:26:00,1.1718899999999999,1.1718899999999999,1.1717600000000001,1.17177
2000-01-01 13:27:00,1.17177,1.1717799999999998,1.1716600000000001,1.17172
2000-01-01 13:28:00,1.17172,1.17173,1.1716600000000001,1.1716600000000001
2000-01-01 13:29:00,1.1716600000000001,1.1716600000000001,1.1714799999999999,1.17154
2000-01-01 13:30:00,1.17154,1.17163,1.17151,1.1715200000000001
2000-01-01 13:31:00,1.1715200000000001,1.17167,1.17149,1.17161
2000-01-01 13:32:00,1.17161,1.1718,1.1716,1.1717799999999998
2000-01-01 13:33:00,1.1717799999999998,1.17181,1.17177,1.17177
2000-01-01 13:34:00,1.1717799999999998,1.1718,1.17164,1.1716600000000001
2000-01-01 13:35:00,1.1716600000000001,1.17172,1.17157,1.1716799999999998
2000-01-01 13:36:00,1.1716799999999998,1.1717,1.17164,1.1716600000000001
2000-01-01 13:37:00,1.1716600000000001,1.17175,1.1716600000000001,1.17172
2000-01-01 13:38:00,1.17172,1.17173,1.17171,1.17172
2000-01-01 13:39:00,1.17172,1.17175,1.17171,1.17175
2000-01-01 13:40:00,1.17175,1.1717600000000001,1.1717,1.17175
2000-01-01 13:41:00,1.17175,1.17177,1.17175,1.17175
2000-01-01 13:42:00,1.17175,1.17181,1.17167,1.1717600000000001
2000-01-01 13:43:00,1.1717600000000001,1.1718,1.1717,1.1718
2000-01-01 13:44:00,1.1718,1.17185,1.1717899999999999,1.17185
2000-01-01 13:45:00,1.17185,1.1718600000000001,1.17175,1.17175
2000-01-01 13:46:00,1.17175,1.1718,1.1716799999999998,1.1717899999999999
2000-01-01 13:47:00,1.1717899999999999,1.1718,1.17173,1.17173
2000-01-01 13:48:00,1.17175,1.17175,1.17162,1.17163
2000-01-01 13:49:00,1.17163,1.1717,1.17161,1.17161
2000-01-01 13:50:00,1.17161,1.17175,1.17157,1.17172
2000-01-01 13:51:00,1.17172,1.17173,1.17161,1.17161
2000-01-01 13:52:00,1.17161,1.17163,1.17161,1.17161
2000-01-01 13:53:00,1.17161,1.17161,1.17149,1.1715200000000001
2000-01-01 13:54:00,1.1715200000000001,1.17153,1.17149,1.17149
2000-01-01 13:55:00,1.17149,1.17149,1.17135,1.1714
2000-01-01 13:56:00,1.1714,1.1715,1.1714,1.1714
2000-01-01 13:57:00,1.1714,1.1714,1.17124,1.17131
2000-01-01 13:58:00,1.17131,1.17131,1.17111,1.17119
2000-01-01 13:59:00,1.17119,1.1714,1.17117,1.17135
2000-01-01 14:00:00,1.17135,1.17151,1.1712200000000001,1.1712799999999999
2000-01-01 14:01:00,1.1712799999999999,1.17135,1.1712,1.1712
2000-01-01 14:02:00,1.1712200000000001,1.17145,1.1711799999999999,1.1714200000000001
2000-01-01 14:03:00,1.17143,1.1715,1.1714,1.17143
2000-01-01 14:04:00,1.17143,1.17161,1.1714,1.17149
2000-01-01 14:05:00,1.17149,1.17153,1.1714799999999999,1.1714799999999999
2000-01-01 14:06:00,1.1714799999999999,1.17157,1.17141,1.17154
2000-01-01 14:07:00,1.17154,1.1716,1.17145,1.1716
2000-01-01 14:08:00,1.1716,1.1716600000000001,1.17149,1.1716
2000-01-01 14:09:00,1.1716,1.17169,1.17156,1.17169
2000-01-01 14:10:00,1.17169,1.1717,1.1715799999999998,1.17159
2000-01-01 14:11:00,1.1716,1.17187,1.17159,1.17187
